OP_UNIQUE_CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,SERVICE_CLASS,REV_ACRFT_DEP_PERF_510,REV_PAX_ENP_110
1WQ,Ultimate JetCharters LLC dba Ultimate Air Shuttle,10647,V,102,2152
1WQ,Ultimate JetCharters LLC dba Ultimate Air Shuttle,10158,V,65,1238
1WQ,Ultimate JetCharters LLC dba Ultimate Air Shuttle,13232,V,50,848
1YQ,"Air Charter, Inc d/b/a Air Flamenco",14819,V,6,38
1YQ,"Air Charter, Inc d/b/a Air Flamenco",10732,V,1,8
1YQ,"Air Charter, Inc d/b/a Air Flamenco",11126,K,437,1823
1YQ,"Air Charter, Inc d/b/a Air Flamenco",14843,V,398,0
1YQ,"Air Charter, Inc d/b/a Air Flamenco",11126,V,84,96
1YQ,"Air Charter, Inc d/b/a Air Flamenco",14819,K,199,829
1YQ,"Air Charter, Inc d/b/a Air Flamenco",12553,K,227,976
1YQ,"Air Charter, Inc d/b/a Air Flamenco",15024,V,2,10
1YQ,"Air Charter, Inc d/b/a Air Flamenco",15626,V,119,0
22Q,Gem Air LLC,10713,K,30,43
22Q,Gem Air LLC,14897,K,30,47
27Q,"Jet Aviation Flight Services, Inc.",15389,V,1,13
27Q,"Jet Aviation Flight Services, Inc.",15030,V,1,11
27Q,"Jet Aviation Flight Services, Inc.",10158,V,2,13
27Q,"Jet Aviation Flight Services, Inc.",11827,V,2,13
27Q,"Jet Aviation Flight Services, Inc.",10821,V,1,0
27Q,"Jet Aviation Flight Services, Inc.",10721,V,3,9
27Q,"Jet Aviation Flight Services, Inc.",10800,V,1,9
27Q,"Jet Aviation Flight Services, Inc.",10198,V,1,2
27Q,"Jet Aviation Flight Services, Inc.",13232,V,46,99
27Q,"Jet Aviation Flight Services, Inc.",11259,V,2,7
27Q,"Jet Aviation Flight Services, Inc.",11292,V,2,2
27Q,"Jet Aviation Flight Services, Inc.",11433,V,2,1
27Q,"Jet Aviation Flight Services, Inc.",10372,V,15,59
27Q,"Jet Aviation Flight Services, Inc.",11503,V,3,8
27Q,"Jet Aviation Flight Services, Inc.",11697,V,3,12
27Q,"Jet Aviation Flight Services, Inc.",11986,V,2,19
27Q,"Jet Aviation Flight Services, Inc.",14320,V,4,3
27Q,"Jet Aviation Flight Services, Inc.",12173,V,1,9
27Q,"Jet Aviation Flight Services, Inc.",12191,V,1,1
27Q,"Jet Aviation Flight Services, Inc.",14262,V,9,33
27Q,"Jet Aviation Flight Services, Inc.",13830,V,1,7
27Q,"Jet Aviation Flight Services, Inc.",12889,V,2,10
27Q,"Jet Aviation Flight Services, Inc.",12892,V,8,19
27Q,"Jet Aviation Flight Services, Inc.",15356,V,4,0
27Q,"Jet Aviation Flight Services, Inc.",13244,V,1,0
27Q,"Jet Aviation Flight Services, Inc.",13303,V,8,42
27Q,"Jet Aviation Flight Services, Inc.",13342,V,1,11
27Q,"Jet Aviation Flight Services, Inc.",10693,V,1,2
27Q,"Jet Aviation Flight Services, Inc.",10325,V,1,4
27Q,"Jet Aviation Flight Services, Inc.",13495,V,1,0
27Q,"Jet Aviation Flight Services, Inc.",15346,V,2,4
27Q,"Jet Aviation Flight Services, Inc.",12953,V,1,0
27Q,"Jet Aviation Flight Services, Inc.",10731,V,1,1
27Q,"Jet Aviation Flight Services, Inc.",11618,V,2,2
27Q,"Jet Aviation Flight Services, Inc.",14530,V,11,38
27Q,"Jet Aviation Flight Services, Inc.",10661,V,1,0
27Q,"Jet Aviation Flight Services, Inc.",13204,V,2,6
27Q,"Jet Aviation Flight Services, Inc.",11728,V,2,8
27Q,"Jet Aviation Flight Services, Inc.",14100,V,9,23
27Q,"Jet Aviation Flight Services, Inc.",14307,V,1,2
27Q,"Jet Aviation Flight Services, Inc.",15016,V,1,3
27Q,"Jet Aviation Flight Services, Inc.",14869,V,2,4
27Q,"Jet Aviation Flight Services, Inc.",14771,V,5,9
27Q,"Jet Aviation Flight Services, Inc.",14831,V,1,2
27Q,"Jet Aviation Flight Services, Inc.",13987,V,2,0
27Q,"Jet Aviation Flight Services, Inc.",14843,V,1,0
27Q,"Jet Aviation Flight Services, Inc.",14908,V,4,6
27Q,"Jet Aviation Flight Services, Inc.",15376,V,3,4
27Q,"Jet Aviation Flight Services, Inc.",11041,V,2,0
27Q,"Jet Aviation Flight Services, Inc.",12264,V,9,20
27Q,"Jet Aviation Flight Services, Inc.",11278,V,1,5
27Q,"Jet Aviation Flight Services, Inc.",14027,V,9,35
27Q,"Jet Aviation Flight Services, Inc.",12197,V,12,16
27Q,"Jet Aviation Flight Services, Inc.",10329,V,7,26
27Q,"Jet Aviation Flight Services, Inc.",11764,V,6,0
27Q,"Jet Aviation Flight Services, Inc.",15618,V,3,19
27Q,"Jet Aviation Flight Services, Inc.",15167,V,61,176
27Q,"Jet Aviation Flight Services, Inc.",14259,V,1,1
27Q,"Jet Aviation Flight Services, Inc.",11481,V,1,7
27Q,"Jet Aviation Flight Services, Inc.",13936,V,1,7
27Q,"Jet Aviation Flight Services, Inc.",14112,V,1,2
27Q,"Jet Aviation Flight Services, Inc.",12545,V,13,0
27Q,"Jet Aviation Flight Services, Inc.",10559,V,3,7
27Q,"Jet Aviation Flight Services, Inc.",15043,V,2,14
27Q,"Jet Aviation Flight Services, Inc.",13771,V,2,1
27Q,"Jet Aviation Flight Services, Inc.",10785,V,4,2
27Q,"Jet Aviation Flight Services, Inc.",14689,V,2,6
27Q,"Jet Aviation Flight Services, Inc.",12244,V,1,13
27Q,"Jet Aviation Flight Services, Inc.",13898,V,14,25
27Q,"Jet Aviation Flight Services, Inc.",15447,V,11,20
27Q,"Jet Aviation Flight Services, Inc.",10540,V,3,22
27Q,"Jet Aviation Flight Services, Inc.",10778,V,1,0
27Q,"Jet Aviation Flight Services, Inc.",14050,V,3,17
27Q,"Jet Aviation Flight Services, Inc.",14150,V,2,1
27Q,"Jet Aviation Flight Services, Inc.",10519,V,3,13
27Q,"Jet Aviation Flight Services, Inc.",13398,V,5,10
2E,Smokey Bay Air Inc.,12649,K,262,382
2E,Smokey Bay Air Inc.,14942,K,516,987
2E,Smokey Bay Air Inc.,12184,K,368,448
2E,Smokey Bay Air Inc.,12184,V,416,855
2E,Smokey Bay Air Inc.,14088,K,374,536
2EQ,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",13629,K,8,33
2EQ,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",15160,K,37,79
2EQ,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",13196,K,88,221
2EQ,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",13676,K,73,253
2EQ,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",15250,K,11,17
2EQ,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",13467,K,111,466
2EQ,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit",15171,K,41,142
2HQ,Elite Airways LLC,15380,K,1,34
2HQ,Elite Airways LLC,14321,K,7,271
2HQ,Elite Airways LLC,13931,K,1,24
2HQ,Elite Airways LLC,15628,K,30,895
2HQ,Elite Airways LLC,11618,K,24,927
2HQ,Elite Airways LLC,14986,K,12,174
2JQ,Delux Public Charter LLC,13388,V,87,1515
2JQ,Delux Public Charter LLC,14908,V,471,7493
2JQ,Delux Public Charter LLC,13796,V,1413,28622
2JQ,Delux Public Charter LLC,10559,V,202,4151
2JQ,Delux Public Charter LLC,10800,V,1487,30954
2JQ,Delux Public Charter LLC,12889,V,1257,25671
2JQ,Delux Public Charter LLC,14107,V,743,15903
2JQ,Delux Public Charter LLC,10910,V,205,3876
2LQ,Tropic Ocean Airways LLC,11697,K,214,469
2LQ,Tropic Ocean Airways LLC,13439,K,108,186
2LQ,Tropic Ocean Airways LLC,15030,V,3,8
2LQ,Tropic Ocean Airways LLC,11827,V,9,33
2LQ,Tropic Ocean Airways LLC,15024,V,24,99
2LQ,Tropic Ocean Airways LLC,15260,V,2,14
2LQ,Tropic Ocean Airways LLC,11697,V,519,1094
2LQ,Tropic Ocean Airways LLC,14635,V,4,2
2LQ,Tropic Ocean Airways LLC,12661,V,1,6
2LQ,Tropic Ocean Airways LLC,13303,V,24,16
2LQ,Tropic Ocean Airways LLC,14843,V,20,22
2LQ,Tropic Ocean Airways LLC,15304,V,2,8
2LQ,Tropic Ocean Airways LLC,14027,V,5,15
2LQ,Tropic Ocean Airways LLC,10329,V,4,6
2LQ,Tropic Ocean Airways LLC,13809,V,2,0
2LQ,Tropic Ocean Airways LLC,13360,V,1,0
2LQ,Tropic Ocean Airways LLC,14986,V,1,1
2LQ,Tropic Ocean Airways LLC,13936,V,1,
2LQ,Tropic Ocean Airways LLC,15249,V,1,0
2LQ,Tropic Ocean Airways LLC,14112,V,2,2
2LQ,Tropic Ocean Airways LLC,13439,V,56,149
2LQ,Tropic Ocean Airways LLC,15850,V,3,15
2LQ,Tropic Ocean Airways LLC,13898,V,7,11
2LQ,Tropic Ocean Airways LLC,11624,V,12,10
2LQ,Tropic Ocean Airways LLC,13501,V,11,22
2LQ,Tropic Ocean Airways LLC,14950,V,3,8
2LQ,Tropic Ocean Airways LLC,10519,V,8,17
2O,Island Air Service,10056,K,56,39
2O,Island Air Service,10170,K,554,955
2O,Island Air Service,10243,K,61,110
2O,Island Air Service,10278,K,13,4
2O,Island Air Service,10324,K,5,0
2O,Island Air Service,12705,K,13,4
2O,Island Air Service,12721,K,108,132
2O,Island Air Service,12743,K,12,2
2O,Island Air Service,12771,K,13,2
2O,Island Air Service,12772,K,138,231
2O,Island Air Service,12782,K,13,6
2O,Island Air Service,12785,K,13,9
2O,Island Air Service,12854,K,13,9
2O,Island Air Service,12866,K,47,52
2O,Island Air Service,12869,K,12,4
2O,Island Air Service,13863,K,136,376
2O,Island Air Service,13934,K,139,295
2O,Island Air Service,15091,K,13,10
2O,Island Air Service,15446,K,14,5
2O,Island Air Service,10556,K,1,1
2O,Island Air Service,11513,V,2,2
2O,Island Air Service,14088,V,1,0
2O,Island Air Service,10009,V,2,1
2O,Island Air Service,10056,V,135,134
2O,Island Air Service,10170,V,295,425
2O,Island Air Service,10243,V,20,30
2O,Island Air Service,10278,V,2,2
2O,Island Air Service,10324,V,1,1
2O,Island Air Service,12705,V,20,17
2O,Island Air Service,12721,V,21,11
2O,Island Air Service,12772,V,99,80
2O,Island Air Service,12785,V,1,4
2O,Island Air Service,12866,V,6,4
2O,Island Air Service,13863,V,26,21
2O,Island Air Service,13934,V,146,108
2O,Island Air Service,11299,V,41,17
2O,Island Air Service,14631,V,1,0
2O,Island Air Service,15446,V,1,1
2O,Island Air Service,10042,V,2,0
2O,Island Air Service,10556,V,1,0
2O,Island Air Service,10006,V,13,11
2O,Island Air Service,13888,V,1,1
38Q,Key Lime Air Corporation,10221,K,156,541
38Q,Key Lime Air Corporation,14534,K,30,244
38Q,Key Lime Air Corporation,14812,K,21,247
38Q,Key Lime Air Corporation,11292,K,341,3034
38Q,Key Lime Air Corporation,15177,K,120,2161
3AQ,"Maritime Helicopters, Inc.",12786,K,235,262
3AQ,"Maritime Helicopters, Inc.",16567,K,235,363
3AQ,"Maritime Helicopters, Inc.",15579,V,15,28
3AQ,"Maritime Helicopters, Inc.",10917,V,5,3
3AQ,"Maritime Helicopters, Inc.",11445,V,5,4
3AQ,"Maritime Helicopters, Inc.",10245,V,1,0
3AQ,"Maritime Helicopters, Inc.",14273,V,1,0
3AQ,"Maritime Helicopters, Inc.",14709,V,16,0
3AQ,"Maritime Helicopters, Inc.",10170,V,13,11
3AQ,"Maritime Helicopters, Inc.",14942,V,4,6
3AQ,"Maritime Helicopters, Inc.",10243,V,1,1
3AQ,"Maritime Helicopters, Inc.",12663,V,2,2
3AQ,"Maritime Helicopters, Inc.",11859,V,27,24
3AQ,"Maritime Helicopters, Inc.",12786,V,5,6
3AQ,"Maritime Helicopters, Inc.",14218,V,43,43
3AQ,"Maritime Helicopters, Inc.",12321,V,1,0
3AQ,"Maritime Helicopters, Inc.",11924,V,45,39
3AQ,"Maritime Helicopters, Inc.",16668,V,13,0
3AQ,"Maritime Helicopters, Inc.",15236,V,4,6
3AQ,"Maritime Helicopters, Inc.",16567,V,4,3
3AQ,"Maritime Helicopters, Inc.",15581,V,3,4
3AQ,"Maritime Helicopters, Inc.",11214,V,2,1
3AQ,"Maritime Helicopters, Inc.",11034,V,1,2
3AQ,"Maritime Helicopters, Inc.",12184,V,47,51
3AQ,"Maritime Helicopters, Inc.",11555,V,32,20
3AQ,"Maritime Helicopters, Inc.",13513,V,85,124
3BQ,"Nealco Air Charter Services, Inc.  d/b/a  Watermakers Air",11827,K,285,1448
3E,"Multi-Aero, Inc. d/b/a Air Choice One",10744,K,359,1301
3E,"Multi-Aero, Inc. d/b/a Air Choice One",13348,K,223,1044
3E,"Multi-Aero, Inc. d/b/a Air Choice One",13487,K,274,901
3E,"Multi-Aero, Inc. d/b/a Air Choice One",12455,K,200,836
3E,"Multi-Aero, Inc. d/b/a Air Choice One",13211,K,402,1330
3E,"Multi-Aero, Inc. d/b/a Air Choice One",15016,K,760,2732
3E,"Multi-Aero, Inc. d/b/a Air Choice One",10397,K,75,445
3E,"Multi-Aero, Inc. d/b/a Air Choice One",13930,K,440,2184
3E,"Multi-Aero, Inc. d/b/a Air Choice One",11725,K,380,1284
3E,"Multi-Aero, Inc. d/b/a Air Choice One",12412,K,210,1029
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10647,V,2,5
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10431,V,1,4
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12211,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",15041,V,3,10
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10781,V,1,8
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10800,V,2,12
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10171,V,1,6
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14465,V,1,0
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10198,V,1,8
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13232,V,2,4
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14275,V,1,8
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",16745,V,1,9
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",11298,V,2,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",11259,V,4,18
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14674,V,1,3
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",11433,V,1,8
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",11413,V,1,4
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10372,V,7,37
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",11503,V,8,32
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12574,V,1,9
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14672,V,1,3
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12012,V,1,10
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14712,V,4,13
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",15498,V,7,36
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14792,V,1,11
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12173,V,2,6
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12191,V,3,17
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14262,V,1,4
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12441,V,4,30
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13830,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12889,V,18,81
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12954,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12892,V,9,57
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13341,V,1,3
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13342,V,1,9
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10693,V,2,9
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10325,V,5,21
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13495,V,4,18
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",11618,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14530,V,2,14
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13796,V,8,27
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13204,V,2,10
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14107,V,1,9
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14057,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",11904,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14492,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10572,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14570,V,1,5
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12247,V,1,8
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14869,V,4,23
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14683,V,3,30
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14572,V,1,5
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14679,V,6,32
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14771,V,10,75
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14831,V,11,62
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14908,V,3,9
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14691,V,1,4
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",15232,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13061,V,2,16
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",15383,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",11041,V,1,8
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12264,V,1,6
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14027,V,5,21
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",15618,V,71,330
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10423,V,5,20
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",15167,V,7,31
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13988,V,1,6
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",15289,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14986,V,1,1
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",11481,V,1,8
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",11884,V,1,10
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14112,V,1,5
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10559,V,2,3
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12136,V,1,3
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",11430,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13771,V,4,24
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14323,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13117,V,1,1
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",11603,V,1,1
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12758,V,3,12
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13476,V,4,15
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10857,V,2,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10930,V,1,4
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14689,V,13,49
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",15325,V,2,4
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",11789,V,3,22
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",16566,V,1,1
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13898,V,4,28
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10747,V,1,3
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10540,V,4,23
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10849,V,8,55
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14081,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",15497,V,1,1
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10327,V,2,12
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12932,V,1,4
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14050,V,3,9
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",12388,V,1,7
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",10630,V,2,4
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13105,V,1,2
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14543,V,1,4
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",13398,V,1,9
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",15380,V,1,4
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",14314,V,1,13
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",15023,V,1,9
3F,"Pacific Airways, Inc.",12253,V,1,
3F,"Pacific Airways, Inc.",12857,K,7,1
3F,"Pacific Airways, Inc.",15741,K,29,11
3F,"Pacific Airways, Inc.",15741,V,6,9
3F,"Pacific Airways, Inc.",12815,K,6,3
3F,"Pacific Airways, Inc.",13504,K,20,1
3F,"Pacific Airways, Inc.",15793,K,7,3
3M,Silver Airways,14843,V,44,1241
3M,Silver Airways,15024,V,31,895
3M,Silver Airways,15249,K,268,3788
3M,Silver Airways,14193,K,386,6777
3M,Silver Airways,15624,K,8,89
3M,Silver Airways,15304,K,769,5553
3M,Silver Airways,15027,V,44,1530
3M,Silver Airways,13204,K,623,7587
3M,Silver Airways,11697,K,1369,22353
3M,Silver Airways,12217,K,92,3391
3M,Silver Airways,14843,K,3,0
3M,Silver Airways,11624,K,630,18563
4B,Boutique Air,11197,K,240,1104
4B,Boutique Air,13490,K,217,861
4B,Boutique Air,14943,K,239,916
4B,Boutique Air,10140,K,164,645
4B,Boutique Air,10397,K,377,1354
4B,Boutique Air,10821,K,149,457
4B,Boutique Air,10721,K,214,811
4B,Boutique Air,11298,K,631,2772
4B,Boutique Air,11292,K,954,4108
4B,Boutique Air,13194,K,336,1193
4B,Boutique Air,10950,K,340,1711
4B,Boutique Air,11283,K,90,429
4B,Boutique Air,13200,K,144,393
4B,Boutique Air,12266,K,150,423
4B,Boutique Air,12892,K,231,1011
4B,Boutique Air,13487,K,232,1020
4B,Boutique Air,11931,K,218,794
4B,Boutique Air,10272,K,300,1223
4B,Boutique Air,15381,K,233,1072
4B,Boutique Air,13484,K,305,1159
4B,Boutique Air,14107,K,325,1148
4B,Boutique Air,10925,K,158,774
4B,Boutique Air,14122,K,219,647
4B,Boutique Air,14057,K,284,1305
4B,Boutique Air,14893,K,105,205
4B,Boutique Air,15569,K,298,1048
4B,Boutique Air,11085,K,249,1098
4B,Boutique Air,12559,K,365,1088
4B,Boutique Air,14054,K,283,1384
4W,Warbelow,10938,K,55,9
4W,Warbelow,13381,K,58,14
4W,Warbelow,13415,K,59,30
4W,Warbelow,14559,K,51,46
4W,Warbelow,15725,K,68,141
4W,Warbelow,10783,K,1,3
4W,Warbelow,11833,K,1,2
4W,Warbelow,15061,K,41,40
4W,Warbelow,10184,K,1,
4W,Warbelow,12370,K,53,55
4W,Warbelow,11630,K,188,370
4W,Warbelow,10938,V,1,
4W,Warbelow,11844,V,1,
4W,Warbelow,13415,V,2,5
4W,Warbelow,15124,V,1,
4W,Warbelow,10247,V,1,3
4W,Warbelow,10349,V,3,11
4W,Warbelow,15725,V,4,11
4W,Warbelow,10783,V,5,2
4W,Warbelow,10040,V,9,
4W,Warbelow,11833,V,3,8
4W,Warbelow,12615,V,1,
4W,Warbelow,14474,V,2,
4W,Warbelow,15061,V,1,1
4W,Warbelow,15581,V,1,1
4W,Warbelow,10184,V,3,2
4W,Warbelow,12370,V,5,22
4W,Warbelow,11214,V,139,432
4W,Warbelow,12868,V,1,2
4W,Warbelow,11630,V,190,824
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10551,K,145,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11336,K,26,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10245,K,21,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,14268,K,1,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10754,K,19,2
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,14709,K,16,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,13970,K,45,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,13873,K,28,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10304,K,20,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15478,K,21,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11844,K,18,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11550,K,44,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,12321,K,13,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15293,K,20,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10247,K,73,125
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10349,K,29,35
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10775,K,1,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10299,K,281,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11007,K,2,14
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11463,K,62,166
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11833,K,45,46
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15581,K,38,35
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11630,K,256,416
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11555,K,1,
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,12621,V,1,
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11512,V,1,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15063,V,5,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15504,V,3,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,10551,V,1,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,15250,V,4,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,12474,V,1,0
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,11259,V,1,0
